"STATION","NAME","DATE","TMAX","TMIN"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-09","66","58"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-10","63","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-11","63","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-12","66","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-13","68","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-14","67","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-15","65","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-16","76","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-17","69","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-18","64","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-19","69","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-20","67","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-21","67","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-22","70","55"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-23","75","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-24","73","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-25","73","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-26","58","54"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-27","64","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-28","60","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-29","61","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-30","61","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-10-31","67","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-01","61","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-02","66","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-03","70","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-04","62","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-05","62","53"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-06","65","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-07","69","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-08","60","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-09","57","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-10","55","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-11","57","40"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-12","58","40"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-13","56","40"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-14","56","40"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-15","55","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-16","57","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-17","59","41"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-18","57","39"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-19","59","43"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-20","61","40"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-21","56","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-22","56","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-23","55","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-24","58","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-25","56","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-26","56","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-27","58","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-28","60","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-29","61","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-11-30","55","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-01","58","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-02","58","41"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-03","58","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-04","60","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-05","61","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-06","55","46"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-07","58","50"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-08","63","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-09","56","52"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-10","56","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-11","54","47"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-12","56","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-13","58","48"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-14","57","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-15","59","51"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-16","61","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-17","63","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-18","58","45"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-19","63","42"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-20","58","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-21","58","41"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-22","58","49"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-23","53","43"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-24","57","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-25","59","40"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-26","58","42"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-27","57","42"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-28","59","41"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-29","57","41"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-30","58","40"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2000-12-31","53","44"
"USW00023234","SAN FRANCISCO INTERNATIONAL AIRPORT, CA US","2001-01-01","59","41"
