"STATION","NAME","DATE","TMAX","TMIN"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-11-25","75","47"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-11-26","75","47"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-11-27","72","48"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-11-28","76","49"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-11-29","65","51"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-11-30","68","48"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-01","63","49"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-02","69","51"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-03","71","45"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-04","75","48"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-05","80","56"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-06","74","55"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-07","74","56"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-08","64","57"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-09","65","56"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-10","64","51"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-11","62","46"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-12","64","51"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-13","62","45"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-14","62","50"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-15","64","47"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-16","78","47"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-17","77","49"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-18","76","48"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-19","77","50"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-20","72","45"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-21","69","44"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-22","64","43"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-23","64","42"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-24","64","44"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-25","73","42"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-26","71","43"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-27","74","42"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-28","76","45"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-29","77","44"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-30","72","44"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2000-12-31","72","43"
"USW00093134","LOS ANGELES DOWNTOWN USC, CA US","2001-01-01","76","48"
