latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
45.25954,-106.55486,331.05,2.65,1.56,2024-07-13,2002,A,77,6.1NRT,307.46,74.95,D
45.27488,-106.67136,321.77,2.69,1.57,2024-07-13,2002,A,14,6.1NRT,307.81,27.88,D
45.26701,-106.70297,325.41,2.7,1.57,2024-07-13,2002,A,58,6.1NRT,308.14,44.54,D
45.2797,-106.67805,326.83,2.69,1.57,2024-07-13,2002,A,50,6.1NRT,307.18,49.84,D
45.23945,-106.83576,322.86,2.75,1.59,2024-07-13,2002,A,57,6.1NRT,306.63,36.13,D
24.36502,-111.53548,311.09,1.21,1.09,2024-07-13,2136,A,27,6.1NRT,297.62,9.99,D
29.00109,-113.5146,311.26,1.1,1.04,2024-07-13,2138,A,47,6.1NRT,299.91,8.01,D
29.05682,-113.50827,315.98,1.1,1.05,2024-07-13,2138,A,30,6.1NRT,302.14,10.87,D
30.70881,-115.9755,332.38,1,1,2024-07-13,2138,A,63,6.1NRT,309.31,15.55,D
32.50013,-115.10169,331,1.04,1.02,2024-07-13,2138,A,47,6.1NRT,312.4,9.84,D
33.57873,-111.14368,341.04,1.68,1.27,2024-07-13,2138,A,70,6.1NRT,313.18,50.67,D
33.58997,-111.1453,346.12,1.68,1.27,2024-07-13,2138,A,72,6.1NRT,315.73,68.95,D
33.61256,-111.14762,348.87,1.68,1.27,2024-07-13,2138,A,91,6.1NRT,317.67,74.51,D
33.61081,-111.16468,334.67,1.67,1.27,2024-07-13,2138,A,26,6.1NRT,315.78,19.48,D
33.611,-111.15295,340.92,1.68,1.27,2024-07-13,2138,A,73,6.1NRT,317.76,42.26,D
33.62233,-111.15378,335.83,1.68,1.27,2024-07-13,2138,A,23,6.1NRT,317.32,24.99,D
34.24379,-118.95175,332.14,1.07,1.03,2024-07-13,2138,A,73,6.1NRT,309.97,20.59,D
34.95961,-118.52575,350.2,1.03,1.01,2024-07-13,2138,A,93,6.1NRT,317.27,37.02,D
34.95794,-118.53646,391.96,1.03,1.02,2024-07-13,2138,A,100,6.1NRT,321.4,192.57,D
34.95625,-118.54723,353.22,1.03,1.02,2024-07-13,2138,A,86,6.1NRT,314.05,50.85,D
34.96851,-118.52761,456.37,1.03,1.01,2024-07-13,2138,A,100,6.1NRT,339.29,807.83,D
34.96684,-118.53825,429.98,1.03,1.02,2024-07-13,2138,A,100,6.1NRT,340.32,484.71,D
34.96515,-118.549,367.7,1.03,1.02,2024-07-13,2138,A,100,6.1NRT,316.89,94.6,D
34.97941,-118.52545,400.35,1.03,1.01,2024-07-13,2138,A,94,6.1NRT,306.87,244.87,D
34.9777,-118.53632,445.8,1.03,1.01,2024-07-13,2138,A,94,6.1NRT,322.31,667.54,D
34.976,-118.54713,377.05,1.03,1.02,2024-07-13,2138,A,94,6.1NRT,309.58,126.7,D
34.83571,-120.13107,344.18,1.16,1.07,2024-07-13,2138,A,89,6.1NRT,306.96,50.06,D
35.10161,-118.74469,365.49,1.04,1.02,2024-07-13,2138,A,100,6.1NRT,319.72,78.89,D
35.09983,-118.75605,357.17,1.04,1.02,2024-07-13,2138,A,98,6.1NRT,320.2,53.5,D
35.11057,-118.74647,373.19,1.04,1.02,2024-07-13,2138,A,100,6.1NRT,318.31,106.29,D
35.10878,-118.75789,343.06,1.04,1.02,2024-07-13,2138,A,81,6.1NRT,319.34,21.89,D
35.92976,-118.43495,370.45,1.02,1.01,2024-07-13,2140,A,94,6.1NRT,309.9,106.59,D
35.97783,-118.29951,360.17,1.01,1.01,2024-07-13,2140,A,92,6.1NRT,299.05,75.54,D
35.98827,-118.29063,350.02,1.01,1,2024-07-13,2140,A,80,6.1NRT,285.67,49.16,D
35.98661,-118.30153,494.61,1.01,1.01,2024-07-13,2140,A,94,6.1NRT,337.1,1493.01,D
35.98497,-118.31229,447.03,1.01,1.01,2024-07-13,2140,A,87,6.1NRT,324.57,672.44,D
35.99541,-118.30342,452.61,1.01,1.01,2024-07-13,2140,A,75,6.1NRT,303.67,745.84,D
37.57344,-113.10583,445.39,1.45,1.19,2024-07-13,2140,A,75,6.1NRT,314.74,1103.24,D
41.48498,-122.97628,373.97,1.22,1.1,2024-07-13,2140,A,100,6.1NRT,306.47,159.06,D
41.48265,-122.98927,419.53,1.22,1.1,2024-07-13,2140,A,100,6.1NRT,319.21,508.55,D
41.48034,-123.00215,332.09,1.22,1.1,2024-07-13,2140,A,79,6.1NRT,310.56,24.56,D
41.47515,-123.03126,343.64,1.23,1.1,2024-07-13,2140,A,90,6.1NRT,310.36,46.5,D
41.47272,-123.04482,395.54,1.23,1.1,2024-07-13,2140,A,100,6.1NRT,315.9,284.97,D
41.47034,-123.05808,345.61,1.23,1.1,2024-07-13,2140,A,91,6.1NRT,311.87,49.31,D
41.46746,-123.07432,357.82,1.23,1.1,2024-07-13,2140,A,98,6.1NRT,315.24,88.07,D
41.48725,-122.98333,386.61,1.22,1.1,2024-07-13,2140,A,100,6.1NRT,308.14,227.61,D
41.48493,-122.99606,365.49,1.22,1.1,2024-07-13,2140,A,100,6.1NRT,315.4,117.56,D
41.48243,-123.00975,338.05,1.22,1.1,2024-07-13,2140,A,85,6.1NRT,312.11,33.78,D
41.47716,-123.03852,364.43,1.23,1.1,2024-07-13,2140,A,100,6.1NRT,311.18,111.21,D
41.47483,-123.05132,362.7,1.23,1.1,2024-07-13,2140,A,100,6.1NRT,313.18,101.6,D
41.47223,-123.06551,332.47,1.23,1.1,2024-07-13,2140,A,25,6.1NRT,312.17,20.16,D
41.49455,-122.99856,342.99,1.22,1.1,2024-07-13,2140,A,89,6.1NRT,312.96,45.82,D
41.49178,-123.01375,339.43,1.22,1.1,2024-07-13,2140,A,84,6.1NRT,314.22,35.47,D
41.49376,-123.05824,378.76,1.23,1.1,2024-07-13,2140,A,100,6.1NRT,313.61,177.37,D
41.49135,-123.07143,341.34,1.23,1.1,2024-07-13,2140,A,59,6.1NRT,310.19,39.59,D
41.4886,-123.0865,343.39,1.23,1.1,2024-07-13,2140,A,72,6.1NRT,311.64,48.33,D
41.50316,-123.06203,344.14,1.23,1.1,2024-07-13,2140,A,88,6.1NRT,307.02,47.9,D
41.51532,-123.05065,327.15,1.23,1.1,2024-07-13,2140,A,30,6.1NRT,305.68,16.25,D
41.51259,-123.06572,344,1.23,1.1,2024-07-13,2140,A,90,6.1NRT,306.04,50.68,D
41.525,-123.05286,341.08,1.23,1.1,2024-07-13,2140,A,87,6.1NRT,307.12,45.75,D
41.52245,-123.06696,331.35,1.23,1.1,2024-07-13,2140,A,57,6.1NRT,307.23,25.47,D
42.99733,-121.4839,342.1,1.04,1.02,2024-07-13,2140,A,76,6.1NRT,322.31,25.89,D
44.11592,-114.97001,340.96,1.4,1.17,2024-07-13,2140,A,75,6.1NRT,304.05,59.35,D
44.03181,-117.4638,346.39,1.1,1.05,2024-07-13,2140,A,86,6.1NRT,325.79,24.92,D
44.04603,-117.42525,356.04,1.11,1.05,2024-07-13,2140,A,73,6.1NRT,327.75,47.88,D
43.79734,-119.3208,344.78,1.01,1,2024-07-13,2140,A,85,6.1NRT,319.87,23.77,D
43.79563,-119.33302,356.46,1.01,1,2024-07-13,2140,A,97,6.1NRT,321.27,46.07,D
44.05524,-117.42756,343.57,1.11,1.05,2024-07-13,2140,A,85,6.1NRT,326.33,17.59,D
43.80781,-119.31105,341.11,1.01,1,2024-07-13,2140,A,61,6.1NRT,316.54,18.91,D
43.80611,-119.32322,444.4,1.01,1,2024-07-13,2140,A,100,6.1NRT,339.29,619.21,D
43.8044,-119.33541,503.58,1.01,1,2024-07-13,2140,A,100,6.1NRT,400.07,1676.22,D
43.8027,-119.34756,395.94,1.01,1,2024-07-13,2140,A,100,6.1NRT,334.65,201.93,D
43.80099,-119.35973,343.6,1.01,1,2024-07-13,2140,A,75,6.1NRT,323.66,22.03,D
43.81659,-119.31345,345.09,1.01,1,2024-07-13,2140,A,82,6.1NRT,310.16,26.4,D
43.81488,-119.32565,505.36,1.01,1,2024-07-13,2140,A,100,6.1NRT,400.07,1714.23,D
43.81316,-119.33785,506.62,1.01,1,2024-07-13,2140,A,100,6.1NRT,400.07,1742.81,D
43.81147,-119.34998,494.78,1.01,1,2024-07-13,2140,A,100,6.1NRT,400.07,1457.82,D
43.80975,-119.36216,380.31,1.01,1,2024-07-13,2140,A,100,6.1NRT,331.5,121.54,D
43.82195,-119.3402,406.5,1.01,1,2024-07-13,2140,A,100,6.1NRT,328.73,247.02,D
43.82024,-119.35237,425.46,1.01,1,2024-07-13,2140,A,100,6.1NRT,335.7,394.34,D
43.81852,-119.36456,365.61,1.01,1,2024-07-13,2140,A,37,6.1NRT,328.43,57.49,D
43.8151,-119.38887,353.84,1.01,1,2024-07-13,2140,A,55,6.1NRT,327.18,39.73,D
43.83413,-119.31827,369.66,1.01,1,2024-07-13,2140,A,86,6.1NRT,326.31,79.77,D
43.83242,-119.33044,407.26,1.01,1,2024-07-13,2140,A,93,6.1NRT,333.89,253.37,D
43.83071,-119.34261,384.34,1.01,1,2024-07-13,2140,A,99,6.1NRT,332.81,136.95,D
43.829,-119.35479,371.37,1.01,1,2024-07-13,2140,A,87,6.1NRT,330.13,83.37,D
43.8463,-119.30169,396.25,1.01,1,2024-07-13,2140,A,100,6.1NRT,311.82,213.19,D
43.84461,-119.31386,479.76,1.01,1,2024-07-13,2140,A,100,6.1NRT,400.07,1145.76,D
43.84291,-119.32607,479.89,1.01,1,2024-07-13,2140,A,100,6.1NRT,400.07,1172.99,D
43.8395,-119.35049,390.84,1.01,1,2024-07-13,2140,A,100,6.1NRT,337.93,179.85,D
43.83781,-119.36266,384.63,1.01,1,2024-07-13,2140,A,81,6.1NRT,336,127.51,D
43.8344,-119.38702,369.74,1.01,1,2024-07-13,2140,A,100,6.1NRT,329.25,89.19,D
43.8327,-119.39914,369.38,1.01,1,2024-07-13,2140,A,100,6.1NRT,329.5,89.65,D
43.85508,-119.30407,341.34,1.01,1,2024-07-13,2140,A,69,6.1NRT,306.52,25.8,D
43.85339,-119.31622,410.77,1.01,1,2024-07-13,2140,A,100,6.1NRT,317.19,289.21,D
43.85169,-119.32839,419.25,1.01,1,2024-07-13,2140,A,100,6.1NRT,326.83,349.23,D
43.84998,-119.34064,399.43,1.01,1,2024-07-13,2140,A,90,6.1NRT,320.52,202.93,D
43.84827,-119.3529,437.4,1.01,1,2024-07-13,2140,A,100,6.1NRT,339.89,514.76,D
43.84658,-119.36507,391.05,1.01,1,2024-07-13,2140,A,63,6.1NRT,325.81,149.66,D
43.84488,-119.37724,402.37,1.01,1,2024-07-13,2140,A,100,6.1NRT,324.65,225.34,D
43.84317,-119.3894,421.8,1.01,1,2024-07-13,2140,A,100,6.1NRT,333.66,384.74,D
43.84148,-119.4015,364.08,1.01,1,2024-07-13,2140,A,100,6.1NRT,326.12,72.02,D
43.85535,-119.36742,390.5,1.01,1,2024-07-13,2140,A,98,6.1NRT,315.21,161.39,D
43.85364,-119.37964,462.01,1.01,1,2024-07-13,2140,A,100,6.1NRT,400.07,843.18,D
43.85194,-119.39178,442.07,1.01,1,2024-07-13,2140,A,100,6.1NRT,400.07,592.34,D
43.85025,-119.40388,432.77,1.01,1,2024-07-13,2140,A,100,6.1NRT,337.18,492.4,D
43.84854,-119.41605,359.03,1.01,1,2024-07-13,2140,A,99,6.1NRT,319.44,57.68,D
43.86412,-119.36978,376.87,1.01,1,2024-07-13,2140,A,100,6.1NRT,314.22,111.28,D
43.86241,-119.38203,448.99,1.01,1,2024-07-13,2140,A,100,6.1NRT,337.43,673.35,D
43.86071,-119.39417,449.36,1.01,1,2024-07-13,2140,A,100,6.1NRT,400.07,678.64,D
43.85901,-119.4063,385.97,1.01,1,2024-07-13,2140,A,100,6.1NRT,328.55,156.52,D
43.8573,-119.41844,338.91,1.01,1,2024-07-13,2140,A,60,6.1NRT,319.61,18.24,D
44.10302,-117.62669,357.17,1.09,1.04,2024-07-13,2140,A,96,6.1NRT,328.14,51.96,D
43.8746,-119.35999,349.59,1.01,1,2024-07-13,2140,A,92,6.1NRT,313.38,44.25,D
43.87289,-119.37222,404.1,1.01,1,2024-07-13,2140,A,100,6.1NRT,323.05,262.45,D
43.87118,-119.38443,404.02,1.01,1,2024-07-13,2140,A,100,6.1NRT,328.23,250.49,D
43.86947,-119.39658,360.34,1.01,1,2024-07-13,2140,A,94,6.1NRT,323.68,58.2,D
43.86777,-119.4087,342.95,1.01,1,2024-07-13,2140,A,57,6.1NRT,320.87,25.05,D
43.86607,-119.42084,370.7,1.01,1,2024-07-13,2140,A,100,6.1NRT,321.82,95.54,D
43.86435,-119.43306,367.7,1.01,1,2024-07-13,2140,A,100,6.1NRT,319.16,86.97,D
44.11215,-117.6291,363,1.09,1.04,2024-07-13,2140,A,87,6.1NRT,326.82,70.1,D
43.88508,-119.35017,337.08,1.01,1,2024-07-13,2140,A,61,6.1NRT,304.35,21.2,D
43.88336,-119.36245,461.77,1.01,1,2024-07-13,2140,A,100,6.1NRT,326.52,866.09,D
43.88165,-119.37467,478.79,1.01,1,2024-07-13,2140,A,100,6.1NRT,400.07,1154.25,D
43.87994,-119.38684,418.46,1.01,1,2024-07-13,2140,A,100,6.1NRT,333.75,364.07,D
43.87824,-119.39898,396.75,1.01,1,2024-07-13,2140,A,100,6.1NRT,325.84,213.39,D
43.87654,-119.41109,383.75,1.01,1,2024-07-13,2140,A,100,6.1NRT,323.89,148.61,D
43.87483,-119.42329,429.71,1.01,1,2024-07-13,2140,A,100,6.1NRT,336.01,463.96,D
43.87312,-119.43546,400.59,1.01,1,2024-07-13,2140,A,100,6.1NRT,329.13,237.12,D
43.89212,-119.36488,350.11,1.01,1,2024-07-13,2140,A,92,6.1NRT,301.29,46.29,D
43.89042,-119.37704,460.2,1.01,1,2024-07-13,2140,A,100,6.1NRT,337.08,841.76,D
43.88871,-119.38921,481,1.01,1,2024-07-13,2140,A,100,6.1NRT,400.07,1193.72,D
43.88701,-119.40134,492.82,1.01,1,2024-07-13,2140,A,100,6.1NRT,400.07,1436.11,D
43.88531,-119.41346,464.18,1.01,1,2024-07-13,2140,A,100,6.1NRT,400.07,898.41,D
43.8836,-119.42565,371.2,1.01,1,2024-07-13,2140,A,100,6.1NRT,322.04,100.82,D
43.89919,-119.37943,352.47,1.01,1,2024-07-13,2140,A,94,6.1NRT,306.99,49.1,D
43.89748,-119.39162,418.21,1.01,1,2024-07-13,2140,A,100,6.1NRT,320.78,363.72,D
43.89577,-119.40376,457.74,1.01,1,2024-07-13,2140,A,100,6.1NRT,339.61,802.91,D
43.89407,-119.41589,401.45,1.01,1,2024-07-13,2140,A,100,6.1NRT,324.14,243.33,D
44.13951,-117.63654,371.52,1.09,1.04,2024-07-13,2140,A,94,6.1NRT,315.56,107.76,D
43.90454,-119.40616,328.83,1.01,1,2024-07-13,2140,A,25,6.1NRT,313.01,9.01,D
44.14861,-117.6391,369.6,1.09,1.04,2024-07-13,2140,A,0,6.1NRT,329.15,103.91,D
44.15536,-117.64765,362,1.09,1.04,2024-07-13,2140,A,0,6.1NRT,328.43,76.36,D
45.13103,-106.69182,326.08,4.22,1.9,2024-07-13,2140,A,39,6.1NRT,307.97,93.3,D
45.14792,-106.69346,337.84,4.22,1.9,2024-07-13,2140,A,80,6.1NRT,306.51,217.95,D
45.16486,-106.69375,339.35,4.22,1.9,2024-07-13,2140,A,85,6.1NRT,306.8,227.25,D
45.16333,-106.7451,334.67,4.19,1.9,2024-07-13,2140,A,84,6.1NRT,308.75,156.55,D
45.13633,-106.70044,337.75,4.22,1.9,2024-07-13,2140,A,68,6.1NRT,309.03,214.47,D
45.15322,-106.70205,330.14,4.22,1.9,2024-07-13,2140,A,49,6.1NRT,306.82,125.17,D
45.17016,-106.70203,337.16,4.22,1.9,2024-07-13,2140,A,82,6.1NRT,306.86,194.56,D
45.18845,-106.64941,333,4.25,1.91,2024-07-13,2140,A,65,6.1NRT,305.61,155.63,D
45.23471,-106.8128,325.21,4.17,1.89,2024-07-13,2140,A,62,6.1NRT,304.58,74.99,D
45.23314,-106.86593,326.8,4.14,1.88,2024-07-13,2140,A,76,6.1NRT,306.31,100.49,D
45.27646,-106.54527,322.89,4.31,1.92,2024-07-13,2140,A,65,6.1NRT,305.53,72.85,D
45.27172,-106.70532,325.87,4.22,1.9,2024-07-13,2140,A,67,6.1NRT,307.43,87.86,D
45.23789,-106.81802,328.09,4.17,1.89,2024-07-13,2140,A,78,6.1NRT,304.79,104.86,D
45.23656,-106.87102,324.72,4.14,1.88,2024-07-13,2140,A,74,6.1NRT,306.12,84.6,D
45.26127,-106.55045,322.05,4.31,1.92,2024-07-13,2140,A,63,6.1NRT,304.37,67.52,D
45.27437,-106.71062,324.99,4.22,1.9,2024-07-13,2140,A,73,6.1NRT,307.47,82.85,D
45.29759,-121.28887,345.33,1.01,1,2024-07-13,2140,A,89,6.1NRT,316.68,32.33,D
45.30824,-121.27919,341.61,1.01,1,2024-07-13,2140,A,79,6.1NRT,318.22,22.92,D
45.30634,-121.29161,344.78,1.01,1,2024-07-13,2140,A,89,6.1NRT,315.65,31.37,D
46.66671,-111.62281,346.12,2.29,1.47,2024-07-13,2142,A,88,6.1NRT,315.23,118.79,D
46.67961,-111.62609,368.9,2.29,1.47,2024-07-13,2142,A,100,6.1NRT,316.2,315.11,D
46.69447,-111.5991,360.22,2.3,1.47,2024-07-13,2142,A,100,6.1NRT,310.73,242.19,D
46.69279,-111.62519,399.42,2.29,1.47,2024-07-13,2142,A,100,6.1NRT,322.96,780.26,D
46.69083,-111.65525,333.89,2.29,1.46,2024-07-13,2142,A,23,6.1NRT,318.3,45.2,D
46.70571,-111.62823,338.21,2.29,1.47,2024-07-13,2142,A,51,6.1NRT,312.08,78.79,D
46.70363,-111.65968,367.25,2.29,1.46,2024-07-13,2142,A,100,6.1NRT,319.2,296.48,D
46.71656,-111.66214,337.8,2.29,1.46,2024-07-13,2142,A,65,6.1NRT,310.16,76.23,D
46.70449,-111.6368,338.62,2.29,1.47,2024-07-13,2142,A,50,6.1NRT,313.65,80.75,D
46.70266,-111.66696,346.12,2.29,1.46,2024-07-13,2142,A,80,6.1NRT,319.49,118.07,D
46.71747,-111.63889,331.5,2.29,1.47,2024-07-13,2142,A,59,6.1NRT,310.2,55.48,D
46.71554,-111.67031,348.74,2.29,1.46,2024-07-13,2142,A,94,6.1NRT,312.03,147.74,D
45.5141,-122.68739,328.35,1.06,1.03,2024-07-13,2142,A,29,6.1NRT,310.92,14.48,D
46.48526,-123.30637,316.33,1.07,1.03,2024-07-13,2142,A,69,6.1NRT,302.09,9.84,D
48.18572,-120.43188,363.97,1.02,1.01,2024-07-13,2142,A,100,6.1NRT,310.03,86.56,D
48.1929,-120.4469,343.93,1.02,1.01,2024-07-13,2142,A,79,6.1NRT,311.04,37.33,D
48.19107,-120.46033,336.91,1.02,1.01,2024-07-13,2142,A,61,6.1NRT,310.18,24.59,D
48.22298,-120.5735,335.87,1.02,1.01,2024-07-13,2142,A,59,6.1NRT,315.43,21,D
48.23359,-120.56306,339.07,1.02,1.01,2024-07-13,2142,A,87,6.1NRT,315.01,24.17,D
48.23175,-120.57652,343.24,1.02,1.01,2024-07-13,2142,A,85,6.1NRT,310.8,29.72,D
48.24242,-120.56557,387.16,1.02,1.01,2024-07-13,2142,A,100,6.1NRT,317.3,171.49,D
48.25299,-120.55536,332.86,1.02,1.01,2024-07-13,2142,A,70,6.1NRT,307.97,19.79,D
49.20546,-84.71156,314.82,1.93,1.36,2024-07-14,0211,T,90,6.1NRT,290.72,34.24,N
49.21566,-84.69454,305.16,1.92,1.35,2024-07-14,0211,T,63,6.1NRT,290.72,17.35,N
49.21007,-84.71931,315.49,1.93,1.36,2024-07-14,0211,T,91,6.1NRT,290.28,36.88,N
41.71014,-104.31876,378.33,1.66,1.27,2024-07-14,0349,T,100,6.1NRT,301.07,304.96,N
41.70644,-104.33746,391.55,1.66,1.27,2024-07-14,0349,T,100,6.1NRT,304.63,432.27,N
41.70279,-104.35583,328.55,1.67,1.27,2024-07-14,0349,T,100,6.1NRT,296.14,54.95,N
41.69894,-104.37524,320.15,1.67,1.27,2024-07-14,0349,T,100,6.1NRT,292.8,36.62,N
41.72097,-104.32293,335.34,1.66,1.27,2024-07-14,0349,T,100,6.1NRT,298.1,71.78,N
41.71725,-104.34178,334.1,1.66,1.27,2024-07-14,0349,T,100,6.1NRT,298.86,67.78,N
41.71361,-104.36021,318.34,1.67,1.27,2024-07-14,0349,T,95,6.1NRT,298.74,31.03,N
41.7099,-104.37899,323.38,1.67,1.27,2024-07-14,0349,T,100,6.1NRT,295.44,42.95,N
41.73182,-104.32702,314.09,1.66,1.27,2024-07-14,0349,T,88,6.1NRT,297.1,21.44,N
41.7281,-104.34594,328.96,1.66,1.27,2024-07-14,0349,T,100,6.1NRT,298.43,54.44,N
41.72439,-104.3648,336.53,1.67,1.27,2024-07-14,0349,T,100,6.1NRT,298.49,77.21,N
41.7207,-104.38357,326.29,1.67,1.27,2024-07-14,0349,T,100,6.1NRT,294.74,50.59,N
41.72049,-104.32916,333.64,1.66,1.27,2024-07-14,0349,T,100,6.1NRT,299.15,66.01,N
41.71668,-104.34792,318.75,1.66,1.27,2024-07-14,0349,T,97,6.1NRT,298.69,31.23,N
41.71297,-104.36618,321.76,1.67,1.27,2024-07-14,0349,T,100,6.1NRT,298.82,38.07,N
41.70908,-104.3853,315.18,1.67,1.27,2024-07-14,0349,T,91,6.1NRT,293.38,27.43,N
41.73133,-104.33326,320.66,1.66,1.27,2024-07-14,0349,T,100,6.1NRT,297.92,34.28,N
41.72752,-104.35211,328.94,1.66,1.27,2024-07-14,0349,T,100,6.1NRT,298.48,52.7,N
41.72372,-104.3709,337.8,1.67,1.27,2024-07-14,0349,T,100,6.1NRT,298.05,81.09,N
41.71993,-104.38956,313.78,1.67,1.27,2024-07-14,0349,T,88,6.1NRT,293.48,24.81,N
41.7422,-104.33728,307.64,1.66,1.27,2024-07-14,0349,T,72,6.1NRT,296.06,13.24,N
41.7384,-104.35613,313.98,1.66,1.27,2024-07-14,0349,T,88,6.1NRT,296,22.69,N
41.73458,-104.37505,318.85,1.67,1.27,2024-07-14,0349,T,98,6.1NRT,294.59,31.97,N
42.05038,-104.26592,310.68,1.62,1.25,2024-07-14,0349,T,81,6.1NRT,293.75,18.86,N
42.68249,-106.7715,309.37,2.15,1.43,2024-07-14,0349,T,77,6.1NRT,267.29,34.47,N
44.98046,-105.92403,308.85,1.68,1.27,2024-07-14,0349,T,57,6.1NRT,293.72,15.26,N
44.97646,-105.94374,308.57,1.68,1.28,2024-07-14,0349,T,55,6.1NRT,293.46,14.8,N
44.99145,-105.92804,328.72,1.68,1.27,2024-07-14,0349,T,100,6.1NRT,294.34,53.46,N
44.99043,-105.93376,328,1.68,1.27,2024-07-14,0349,T,100,6.1NRT,294.12,51.62,N
45.00128,-105.93845,306.53,1.68,1.27,2024-07-14,0349,T,23,6.1NRT,292.86,12.38,N
45.1399,-106.62998,315.46,1.81,1.32,2024-07-14,0349,T,91,6.1NRT,292.94,29.46,N
45.13513,-106.65233,355.17,1.82,1.32,2024-07-14,0349,T,100,6.1NRT,297.63,172.61,N
45.13036,-106.6746,334.52,1.82,1.32,2024-07-14,0349,T,100,6.1NRT,294.98,78.67,N
45.15564,-106.61368,302.66,1.81,1.32,2024-07-14,0349,T,11,6.1NRT,291.23,7.78,N
45.15108,-106.63509,366.53,1.81,1.32,2024-07-14,0349,T,100,6.1NRT,299.1,247.22,N
45.14645,-106.65684,428.53,1.82,1.32,2024-07-14,0349,T,100,6.1NRT,314.4,1123.5,N
45.14166,-106.67929,395.47,1.82,1.32,2024-07-14,0349,T,100,6.1NRT,301.38,540.08,N
45.16224,-106.64028,322.65,1.81,1.32,2024-07-14,0349,T,87,6.1NRT,295.16,42.43,N
45.15765,-106.66195,389.7,1.82,1.32,2024-07-14,0349,T,100,6.1NRT,304.02,462.7,N
45.15298,-106.6839,356.48,1.82,1.32,2024-07-14,0349,T,100,6.1NRT,295.54,175.66,N
45.17341,-106.64546,359.41,1.81,1.32,2024-07-14,0349,T,100,6.1NRT,299.43,196.56,N
45.16885,-106.66702,381.56,1.82,1.32,2024-07-14,0349,T,100,6.1NRT,302.54,373.8,N
45.16419,-106.68903,323.15,1.82,1.32,2024-07-14,0349,T,100,6.1NRT,293.94,41.49,N
45.18459,-106.65056,344.26,1.81,1.32,2024-07-14,0349,T,100,6.1NRT,296.49,116.91,N
45.18004,-106.67217,364.31,1.82,1.32,2024-07-14,0349,T,100,6.1NRT,298.19,228.93,N
45.17537,-106.69431,315.77,1.82,1.32,2024-07-14,0349,T,64,6.1NRT,292.89,26.93,N
45.17068,-106.71651,314.17,1.83,1.32,2024-07-14,0349,T,65,6.1NRT,292.77,25.62,N
45.19579,-106.65561,315.91,1.81,1.32,2024-07-14,0349,T,87,6.1NRT,292.94,29.29,N
45.20702,-106.66048,313.97,1.81,1.32,2024-07-14,0349,T,59,6.1NRT,292.8,25.13,N
45.20233,-106.68293,322.8,1.82,1.32,2024-07-14,0349,T,100,6.1NRT,293.46,44.33,N
45.21808,-106.66621,322.99,1.81,1.32,2024-07-14,0349,T,100,6.1NRT,293.43,46.94,N
45.21349,-106.68824,317.97,1.82,1.32,2024-07-14,0349,T,96,6.1NRT,292.72,34.78,N
45.20284,-106.66505,305.2,1.81,1.32,2024-07-14,0349,T,20,6.1NRT,292.38,12.46,N
45.21393,-106.67058,337.57,1.81,1.32,2024-07-14,0349,T,100,6.1NRT,294.99,92.82,N
45.2092,-106.69261,315.48,1.82,1.32,2024-07-14,0349,T,91,6.1NRT,292.51,30.19,N
45.26428,-106.54903,304.45,1.78,1.31,2024-07-14,0349,T,60,6.1NRT,291.69,12.73,N
45.21993,-106.81529,305.12,1.85,1.33,2024-07-14,0349,T,15,6.1NRT,292.51,12.42,N
45.25895,-106.68968,307.72,1.81,1.32,2024-07-14,0349,T,72,6.1NRT,292.28,17.09,N
45.23602,-106.79778,340.55,1.84,1.33,2024-07-14,0349,T,100,6.1NRT,293.99,104.64,N
45.23127,-106.82011,372.56,1.85,1.33,2024-07-14,0349,T,100,6.1NRT,298.99,303.54,N
45.27021,-106.69444,330.56,1.81,1.32,2024-07-14,0349,T,100,6.1NRT,293.48,68.1,N
45.24266,-106.82468,305.44,1.85,1.33,2024-07-14,0349,T,36,6.1NRT,292.16,13.27,N
45.23795,-106.84689,304.74,1.85,1.33,2024-07-14,0349,T,26,6.1NRT,292.09,12.23,N
45.28602,-106.67752,310.88,1.81,1.32,2024-07-14,0349,T,80,6.1NRT,292.1,21.32,N
45.28151,-106.69897,317.52,1.81,1.32,2024-07-14,0349,T,95,6.1NRT,292.17,34.19,N
45.29332,-106.68601,302.63,1.81,1.32,2024-07-14,0349,T,46,6.1NRT,291.54,9.91,N
46.68284,-111.59048,302.33,3,1.65,2024-07-14,0349,T,19,6.1NRT,290.36,19.87,N
46.67296,-111.62897,309.62,3.02,1.65,2024-07-14,0349,T,77,6.1NRT,292.28,41.74,N
32.74809,-111.00366,317.29,2.8,1.6,2024-07-14,0523,T,94,6.1NRT,297.44,53.57,N
32.74607,-111.03146,306.81,2.79,1.6,2024-07-14,0523,T,56,6.1NRT,296.63,17.11,N
32.73788,-111.00908,309.42,2.8,1.6,2024-07-14,0523,T,71,6.1NRT,296.93,25.41,N
32.75207,-111.0107,314.38,2.8,1.6,2024-07-14,0523,T,87,6.1NRT,297.27,41.63,N
34.94905,-118.53952,359.52,1.08,1.04,2024-07-14,0525,T,100,6.1NRT,301.58,92.99,N
34.94762,-118.55125,327.64,1.08,1.04,2024-07-14,0525,T,100,6.1NRT,295.78,26.98,N
